Nombre,Descripción,Tipo de Plantilla,Localidad,Calidad,URL del Icono de Calidad,Descripción del Icono de Calidad,Accesible,URL del Icono de Accesibilidad,Descripción del Icono de Accesibilidad,Teléfono,Dirección,Marcas,Perfiles Turísticos,Diversidad functional física ,Diversidad functional visual ,Diversidad functional auditiva ,Diversidad functional intelectual ,Diversidad functional orgánica ,Buenas prácticas ,Email,WEB,Importancia,Sala de Reuniones,Club de Producto,Visita Guiada,Tienda,Actividades Gastronómicas,Surfing,Postal Code,Tipo,Duración,Tipo de Transporte,Inicio de Ruta,Agua,Paisaje,Gastronomía,Cultura,Pareja,Niños,Amigos,Buscable,Idiomas,100% Basque,Coordenadas GPS,LATWGS84,LONWGS84,Nombre lugar,Dirección,Municipio,Código municipio,Código postal,Provincia,Código provincia,País,Código país,Teléfono,Correo electrónico,Página web,URL amigable,URL física,XML datos,XML metadatos,Zip
Mallabia,"El municipio vizcaíno de Mallabia, enclavado en las faldas del monte Oiz (1.026 m), tiene ...",Localidades,Mallabia; Berano Txikia | Diseminado; Arandoño | Diseminado; Berano Nagusia | Diseminado; Osma | Diseminado; Areitio | Diseminado; Goita | Diseminado; Gerea | Diseminado,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mallabia;Mallabia;Mallabia;Mallabia;Mallabia;Mallabia;Mallabia;Mallabia,058;058;058;058;058;058;058;058,,Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia,48;48;48;48;48;48;48;48,España;España;España;España;España;España;España;España,108;108;108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/mallabia/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000008722_d2_rec_turismo/es_8722/8722-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000008722_d2_rec_turismo/es_8722/data/8722_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000008722_d2_rec_turismo/r01Index/0000008722_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000008722_d2_rec_turismo/opendata/0000008722_d2_rec_turismo.zip
Orexa,"De marcado carácter rural y rodeado de verdes montes, Orexa, es uno de los municipios meno...",Localidades,Orexa | Diseminado,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43.0938813,-2.0113921",43.0938813,-2.0113921,,,Orexa,060,,Gipuzkoa,20,España,108,,,,https://turismoa.euskadi.eus/es/localidades/orexa/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000008741_d2_rec_turismo/es_8741/8741-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000008741_d2_rec_turismo/es_8741/data/8741_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000008741_d2_rec_turismo/r01Index/0000008741_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000008741_d2_rec_turismo/opendata/0000008741_d2_rec_turismo.zip
Orio,"Este típico pueblo pesquero del litoral guipuzcoano, muy concurrido en la época est...",Localidades,Orio,,,,,,,,,Costa Vasca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43.278322,-2.126597",43.278322,-2.126597,,,Orio,061,,Gipuzkoa,20,España,108,,,,https://turismoa.euskadi.eus/es/localidades/orio/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000008743_d2_rec_turismo/es_8743/8743-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000008743_d2_rec_turismo/es_8743/data/8743_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000008743_d2_rec_turismo/r01Index/0000008743_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000008743_d2_rec_turismo/opendata/0000008743_d2_rec_turismo.zip
Pasaia,"Ubicada en la  costa oriental de Gipuzkoa, a pocos kilómetros de  San Sebastiá...",Localidades,Pasai Antxo; Pasai San Pedro; Pasai Donibane,,,,,,,,,Costa Vasca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pasaia;Pasaia;Pasaia,064;064;064,,Gipuzkoa;Gipuzkoa;Gipuzkoa,20;20;20,España;España;España,108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/pasaia/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000008771_d2_rec_turismo/es_8771/8771-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000008771_d2_rec_turismo/es_8771/data/8771_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000008771_d2_rec_turismo/r01Index/0000008771_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000008771_d2_rec_turismo/opendata/0000008771_d2_rec_turismo.zip
Segura,"Segura, es una de las villas medievales del Goierri que merece la pena visitar, tanto por su bell...",Localidades,Segura,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43.0092164,-2.2525193",43.0092164,-2.2525193,,,Segura,070,,Gipuzkoa,20,España,108,,,,https://turismoa.euskadi.eus/es/localidades/segura/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000008802_d2_rec_turismo/es_8802/8802-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000008802_d2_rec_turismo/es_8802/data/8802_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000008802_d2_rec_turismo/r01Index/0000008802_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000008802_d2_rec_turismo/opendata/0000008802_d2_rec_turismo.zip
Ormaiztegi,"Nada más llegar a este municipio de las inmediaciones del Goierri, quedaremos sorprendidos...",Localidades,Ormaiztegi,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43.0427347,-2.2558477",43.0427347,-2.2558477,,,Ormaiztegi,062,,Gipuzkoa,20,España,108,,,,https://turismoa.euskadi.eus/es/localidades/ormaiztegi/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000008903_d2_rec_turismo/es_8903/8903-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000008903_d2_rec_turismo/es_8903/data/8903_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000008903_d2_rec_turismo/r01Index/0000008903_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000008903_d2_rec_turismo/opendata/0000008903_d2_rec_turismo.zip
Mañaria,El Parque Natural de Urkiola ocupa gran parte de la superficie de esta pequeña localidad d...,Localidades,Mañaria,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43.13748450000001,-2.660791877246096",43.13748450000001,-2.660791877246096,,,Mañaria,059,,Bizkaia,48,España,108,,,,https://turismoa.euskadi.eus/es/localidades/manaria/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000008907_d2_rec_turismo/es_8907/8907-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000008907_d2_rec_turismo/es_8907/data/8907_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000008907_d2_rec_turismo/r01Index/0000008907_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000008907_d2_rec_turismo/opendata/0000008907_d2_rec_turismo.zip
Soraluze-Placencia de las Armas,"Villa de gran tradición armera, Soraluze-Placencia de las Armas se halla a orillas del r&i...",Localidades,,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43.1754299,-2.4124943",43.1754299,-2.4124943,,,Soraluze-Placencia de las Armas,065,,Gipuzkoa,20,España,108,,,,https://turismoa.euskadi.eus/es/localidades/soraluze-placencia-de-las-armas/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000010173_d2_rec_turismo/es_10173/10173-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010173_d2_rec_turismo/es_10173/data/10173_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010173_d2_rec_turismo/r01Index/0000010173_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010173_d2_rec_turismo/opendata/0000010173_d2_rec_turismo.zip
Tolosa,"Situada a orillas de río Oria, Tolosa es una villa de gran importancia histórica, q...",Localidades,Aldaba | Diseminado; Auzotxikia | Diseminado; Usabal | Diseminado; Urkizu | Diseminado; Tolosa; Santa Lutzia; San Esteban; San Blas; Monteskue | Diseminado; Bedaio | Diseminado,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tolosa;Tolosa;Tolosa;Tolosa;Tolosa;Tolosa;Tolosa;Tolosa;Tolosa;Tolosa,071;071;071;071;071;071;071;071;071;071,,Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa,20;20;20;20;20;20;20;20;20;20,España;España;España;España;España;España;España;España;España;España,108;108;108;108;108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/tolosa/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000010210_d2_rec_turismo/es_10210/10210-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010210_d2_rec_turismo/es_10210/data/10210_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010210_d2_rec_turismo/r01Index/0000010210_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010210_d2_rec_turismo/opendata/0000010210_d2_rec_turismo.zip
Markina-Xemein,"Cuna de grandes pelotaris y enmarcado en el Camino de Santiago, son muchos los peregrinos que tra...",Localidades,Ubilla-Urberuaga | Diseminado; Meabe | Diseminado; Markina-Xemein; Iluntzar | Diseminado; Barinaga | Diseminado; Larruskain-Amalloa | Diseminado; Iturreta | Diseminado,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Markina-Xemein;Markina-Xemein;Markina-Xemein;Markina-Xemein;Markina-Xemein;Markina-Xemein;Markina-Xemein;Markina-Xemein,060;060;060;060;060;060;060;060,,Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia,48;48;48;48;48;48;48;48,España;España;España;España;España;España;España;España,108;108;108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/markina-xemein/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000010241_d2_rec_turismo/es_10241/10241-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010241_d2_rec_turismo/es_10241/data/10241_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010241_d2_rec_turismo/r01Index/0000010241_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010241_d2_rec_turismo/opendata/0000010241_d2_rec_turismo.zip
Maruri-Jatabe,"Escenario de guerras banderizas en el pasado, Maruri-Jatabe es hoy en día una localidad tr...",Localidades,Ergoien; Erbera | Diseminado,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maruri-Jatabe;Maruri-Jatabe,061;061,,Bizkaia;Bizkaia,48;48,España;España,108;108,,,,https://turismoa.euskadi.eus/es/localidades/maruri-jatabe/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000010301_d2_rec_turismo/es_10301/10301-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010301_d2_rec_turismo/es_10301/data/10301_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010301_d2_rec_turismo/r01Index/0000010301_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010301_d2_rec_turismo/opendata/0000010301_d2_rec_turismo.zip
Mendata,"Localidad natal del célebre poeta vasco Bittoriano Gandiaga, este pequeño municipio...",Localidades,Elexalde Mendata; Albiz | Diseminado; Marmiz | Diseminado; Olabe | Diseminado,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendata;Mendata;Mendata;Mendata,062;062;062;062,,Bizkaia;Bizkaia;Bizkaia;Bizkaia,48;48;48;48,España;España;España;España,108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/mendata/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000010343_d2_rec_turismo/es_10343/10343-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010343_d2_rec_turismo/es_10343/data/10343_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010343_d2_rec_turismo/r01Index/0000010343_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010343_d2_rec_turismo/opendata/0000010343_d2_rec_turismo.zip
Mendexa,El azul del mar Cantábrico y el verde de las montañas se funden en el paisaje de es...,Localidades,Likoa | Diseminado; Zelaia | Diseminado; Iturreta | Diseminado; Leagi | Diseminado,,,,,,,,,Costa Vasca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mendexa;Mendexa;Mendexa;Mendexa,063;063;063;063,,Bizkaia;Bizkaia;Bizkaia;Bizkaia,48;48;48;48,España;España;España;España,108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/mendexa/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000010363_d2_rec_turismo/es_10363/10363-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010363_d2_rec_turismo/es_10363/data/10363_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010363_d2_rec_turismo/r01Index/0000010363_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010363_d2_rec_turismo/opendata/0000010363_d2_rec_turismo.zip
Ondarroa,"Bañado por las aguas del Cantábrico, Ondarroa se ubica en la desembocadura del r&ia...",Localidades,Ondarroa,,,,,,,,,Costa Vasca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43.320698,-2.420475",43.320698,-2.420475,,,Ondarroa,073,,Bizkaia,48,España,108,,,,https://turismoa.euskadi.eus/es/localidades/ondarroa/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000010521_d2_rec_turismo/es_10521/10521-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010521_d2_rec_turismo/es_10521/data/10521_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010521_d2_rec_turismo/r01Index/0000010521_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010521_d2_rec_turismo/opendata/0000010521_d2_rec_turismo.zip
Orduña,"A las faldas de la sierra Salvada, Orduña es una villa caracterizada por su casco his...",Localidades,Lendoñobeiti/Lendoño de Abajo | Diseminado; Lendoño Goikoa/Lendoño de Arriba | Diseminado; Belandia | Diseminado; Mendeika | Diseminado; Urduña/Orduña,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Urduña/Orduña;Urduña/Orduña;Urduña/Orduña;Urduña/Orduña;Urduña/Orduña;Urduña/Orduña,074;074;074;074;074;074,,Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia,48;48;48;48;48;48,España;España;España;España;España;España,108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/urduna-orduna/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000010541_d2_rec_turismo/es_10541/10541-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010541_d2_rec_turismo/es_10541/data/10541_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010541_d2_rec_turismo/r01Index/0000010541_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010541_d2_rec_turismo/opendata/0000010541_d2_rec_turismo.zip
Ziortza-Bolibar,"Ziortza-Bolibar está repleta de enclaves mágicos, que nos transportan a tiempos y s...",Localidades,Bolibar; Goierria Ziortza | Diseminado,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ziortza-Bolibar;Ziortza-Bolibar,915;915,,Bizkaia;Bizkaia,48;48,España;España,108;108,,,,https://turismoa.euskadi.eus/es/localidades/ziortza-bolibar/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000010583_d2_rec_turismo/es_10583/10583-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010583_d2_rec_turismo/es_10583/data/10583_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010583_d2_rec_turismo/r01Index/0000010583_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010583_d2_rec_turismo/opendata/0000010583_d2_rec_turismo.zip
Urnieta,"Cerca de San Sebastián, entre los valles del Oria y del Urumea, se encuentra Urnieta, desd...",Localidades,Urnieta,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43.2481997,-1.9905166",43.2481997,-1.9905166,,,Urnieta,072,,Gipuzkoa,20,España,108,,,,https://turismoa.euskadi.eus/es/localidades/urnieta/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000010621_d2_rec_turismo/es_10621/10621-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010621_d2_rec_turismo/es_10621/data/10621_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010621_d2_rec_turismo/r01Index/0000010621_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010621_d2_rec_turismo/opendata/0000010621_d2_rec_turismo.zip
Urretxu,"Urretxu es conocida por ser la villa natal de José María Iparragirre, el bardo vasc...",Localidades,Urretxu,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43.092282,-2.314383",43.092282,-2.314383,,,Urretxu,077,,Gipuzkoa,20,España,108,,,,https://turismoa.euskadi.eus/es/localidades/urretxu/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000010623_d2_rec_turismo/es_10623/10623-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010623_d2_rec_turismo/es_10623/data/10623_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010623_d2_rec_turismo/r01Index/0000010623_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010623_d2_rec_turismo/opendata/0000010623_d2_rec_turismo.zip
Usurbil,"Muy conocido por su tradición sidrera y pesca de angulas, este pequeño municipio gu...",Localidades,Txikierdi | Diseminado; Urdaiaga | Santu-Enea; Usurbil; Zubieta | Diseminado; Aginaga; Kalezar,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Usurbil;Usurbil;Usurbil;Usurbil;Usurbil;Usurbil,073;073;073;073;073;073,,Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa,20;20;20;20;20;20,España;España;España;España;España;España,108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/usurbil/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000010642_d2_rec_turismo/es_10642/10642-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010642_d2_rec_turismo/es_10642/data/10642_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010642_d2_rec_turismo/r01Index/0000010642_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010642_d2_rec_turismo/opendata/0000010642_d2_rec_turismo.zip
Meñaka,Este municipio vizcaíno de carácter rural estas formado por cuatro barrios que se e...,Localidades,Meñakabarrena | Diseminado; Ametzaga | Diseminado; Emerando | Diseminado; Mesterika,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meñaka;Meñaka;Meñaka;Meñaka,064;064;064;064,,Bizkaia;Bizkaia;Bizkaia;Bizkaia,48;48;48;48,España;España;España;España,108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/menaka/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000010746_d2_rec_turismo/es_10746/10746-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010746_d2_rec_turismo/es_10746/data/10746_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010746_d2_rec_turismo/r01Index/0000010746_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010746_d2_rec_turismo/opendata/0000010746_d2_rec_turismo.zip
Morga,"Bajo la protección de un bello entorno montañoso, Morga está emplazado en el...",Localidades,Andra Mari; Eskerika | Diseminado; Meaka; Meakaur; Morgaondo | Diseminado; Oñarte,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morga;Morga;Morga;Morga;Morga;Morga,066;066;066;066;066;066,,Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia;Bizkaia,48;48;48;48;48;48,España;España;España;España;España;España,108;108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/morga/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000010852_d2_rec_turismo/es_10852/10852-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010852_d2_rec_turismo/es_10852/data/10852_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010852_d2_rec_turismo/r01Index/0000010852_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010852_d2_rec_turismo/opendata/0000010852_d2_rec_turismo.zip
Zaldibia,"Zaldibia está situada en el territorio histórico de Gipuzkoa, dentro de la comarca ...",Localidades,Zaldibia,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43.0379638,-2.1508942",43.0379638,-2.1508942,,,Zaldibia,078,,Gipuzkoa,20,España,108,,,,https://turismoa.euskadi.eus/es/localidades/zaldibia/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000010881_d2_rec_turismo/es_10881/10881-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010881_d2_rec_turismo/es_10881/data/10881_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010881_d2_rec_turismo/r01Index/0000010881_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010881_d2_rec_turismo/opendata/0000010881_d2_rec_turismo.zip
Zarautz,"Destino turístico por excelencia, Zarautz posee innumerables atractivos que seguro cautiva...",Localidades,Zarautz; Urteta | Diseminado; Elkano | Diseminado; Aitza | Diseminado,,,,,,,,,Costa Vasca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zarautz;Zarautz;Zarautz;Zarautz,079;079;079;079,,Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa,20;20;20;20,España;España;España;España,108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/zarautz/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000010901_d2_rec_turismo/es_10901/10901-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010901_d2_rec_turismo/es_10901/data/10901_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010901_d2_rec_turismo/r01Index/0000010901_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010901_d2_rec_turismo/opendata/0000010901_d2_rec_turismo.zip
Zegama,"El entorno natural que rodea Zegama es, sin duda, uno de los principales atractivos de esta peque...",Localidades,Goialdea | Diseminado; Zegama; Barrenaldea | Diseminado; Olaran | Diseminado; Arrieta | Diseminado,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zegama;Zegama;Zegama;Zegama;Zegama,025;025;025;025;025,,Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa;Gipuzkoa,20;20;20;20;20,España;España;España;España;España,108;108;108;108;108,,,,https://turismoa.euskadi.eus/es/localidades/zegama/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000010975_d2_rec_turismo/es_10975/10975-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010975_d2_rec_turismo/es_10975/data/10975_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010975_d2_rec_turismo/r01Index/0000010975_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000010975_d2_rec_turismo/opendata/0000010975_d2_rec_turismo.zip
Villabona,"Este pequeño y bonito pueblo, se encuentra situado en el Valle del río Oria. Es una...",Localidades,Villabona; Amasa,,,,,,,,,Montes y Valles vascos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Villabona;Villabona,075;075,,Gipuzkoa;Gipuzkoa,20;20,España;España,108;108,,,,https://turismoa.euskadi.eus/es/localidades/villabona/aa30-12375/es/,https://turismoa.euskadi.eus/aa30-12375/es/contenidos/d_destinos_turisticos/0000011001_d2_rec_turismo/es_11001/11001-ficha2.html,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000011001_d2_rec_turismo/es_11001/data/11001_openData.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000011001_d2_rec_turismo/r01Index/0000011001_d2_rec_turismo-idxContent.xml,https://turismoa.euskadi.eus/contenidos/d_destinos_turisticos/0000011001_d2_rec_turismo/opendata/0000011001_d2_rec_turismo.zip
